game_id,league_id,team_id_home,team_abbreviation_home,team_city_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,team_abbreviation_away,team_city_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
22000845,0,1610612765,DET,Detroit,52,17,15,11,5,3,0,18,9,11,1610612760,OKC,Oklahoma City,60,22,15,15,1,22,8,30
22000852,0,1610612750,MIN,Minnesota,52,23,3,10,10,11,4,21,13,17,1610612748,MIA,Miami,44,5,12,11,0,14,5,21
22000858,0,1610612744,GSW,Golden State,38,15,16,16,11,9,1,18,8,23,1610612738,BOS,Boston,48,26,18,7,0,9,5,8
22000862,0,1610612740,NOP,New Orleans,58,18,10,7,12,14,1,13,11,23,1610612752,NYK,New York,46,14,6,15,0,13,7,16
22000867,0,1610612750,MIN,Minnesota,36,1,10,3,1,0,0,11,9,15,1610612746,LAC,LA,32,23,13,38,1,15,11,21
22000874,0,1610612743,DEN,Denver,70,22,10,9,9,10,0,24,5,39,1610612763,MEM,Memphis,62,12,28,13,1,15,7,27
22000872,0,1610612764,WAS,Washington,58,14,4,17,0,1,0,12,15,4,1610612760,OKC,Oklahoma City,36,11,4,0,0,19,4,19
22000869,0,1610612738,BOS,Boston,46,4,17,12,1,2,1,16,6,7,1610612741,CHI,Chicago,40,18,7,8,0,12,8,16
22000880,0,1610612750,MIN,Minnesota,60,13,14,14,21,13,0,18,6,15,1610612758,SAC,Sacramento,46,16,10,8,1,11,4,15
22000877,0,1610612766,CHA,Charlotte,42,18,10,6,8,7,1,13,10,13,1610612752,NYK,New York,26,13,11,12,3,12,8,7
22000886,0,1610612752,NYK,New York,52,14,9,10,13,9,3,17,8,25,1610612737,ATL,Atlanta,64,14,17,11,0,10,9,14
22000890,0,1610612743,DEN,Denver,42,13,14,6,26,17,1,14,7,15,1610612757,POR,Portland,38,14,10,10,0,11,6,22
22000882,0,1610612754,IND,Indiana,52,23,35,13,9,3,0,11,6,17,1610612760,OKC,Oklahoma City,76,26,11,4,0,17,12,27
22000892,0,1610612738,BOS,Boston,30,11,12,21,4,2,3,23,9,24,1610612756,PHX,Phoenix,46,14,18,1,0,17,5,20
22000899,0,1610612751,BKN,Brooklyn,48,6,32,17,4,4,0,11,6,17,1610612738,BOS,Boston,38,10,3,7,0,19,7,20
22000903,0,1610612744,GSW,Golden State,50,6,29,24,6,4,1,15,6,16,1610612743,DEN,Denver,30,7,12,4,0,9,8,11
22000904,0,1610612761,TOR,Toronto,34,5,14,5,14,5,0,7,5,7,1610612752,NYK,New York,42,8,6,17,2,15,7,18
22000911,0,1610612766,CHA,Charlotte,46,12,17,24,1,1,0,11,6,12,1610612738,BOS,Boston,36,18,15,2,0,13,12,16
22000918,0,1610612755,PHI,Philadelphia,60,13,10,37,0,4,1,21,6,19,1610612760,OKC,Oklahoma City,50,17,18,0,1,30,12,35
22000925,0,1610612763,MEM,Memphis,58,6,16,2,7,3,0,16,8,20,1610612743,DEN,Denver,56,13,15,25,0,11,5,13
22000920,0,1610612756,PHX,Phoenix,44,11,16,9,5,5,4,12,6,13,1610612752,NYK,New York,52,7,4,15,1,11,7,15
22000931,0,1610612750,MIN,Minnesota,64,17,19,12,7,3,0,14,9,17,1610612745,HOU,Houston,64,11,10,6,0,17,7,25
22000927,0,1610612760,OKC,Oklahoma City,46,16,9,11,8,7,0,27,13,29,1610612738,BOS,Boston,52,10,9,3,0,14,6,18
22000936,0,1610612738,BOS,Boston,54,19,10,20,2,2,0,14,11,18,1610612766,CHA,Charlotte,44,10,5,1,0,11,13,14
22000940,0,1610612743,DEN,Denver,56,2,23,14,0,0,0,18,8,22,1610612740,NOP,New Orleans,54,9,17,0,0,21,8,23
22000937,0,1610612741,CHI,Chicago,54,10,5,1,4,2,0,14,9,19,1610612752,NYK,New York,44,17,9,20,0,4,8,6
22000948,0,1610612761,TOR,Toronto,38,18,17,5,11,14,1,16,9,19,1610612743,DEN,Denver,56,21,15,23,0,11,8,16
22000947,0,1610612740,NOP,New Orleans,64,13,8,20,6,2,0,12,6,13,1610612760,OKC,Oklahoma City,44,14,6,4,0,22,5,23
22000946,0,1610612744,GSW,Golden State,52,8,8,7,7,8,0,10,7,18,1610612750,MIN,Minnesota,46,18,12,13,1,14,11,21
22000950,0,1610612738,BOS,Boston,56,27,8,4,9,10,0,13,12,17,1610612759,SAS,San Antonio,50,15,10,32,0,11,8,17
22000966,0,1610612743,DEN,Denver,42,9,12,12,3,4,1,11,6,11,1610612746,LAC,LA,34,14,2,11,0,6,6,10
22000962,0,1610612740,NOP,New Orleans,62,19,14,13,16,13,0,21,10,27,1610612750,MIN,Minnesota,60,11,22,10,0,16,11,21
22000963,0,1610612760,OKC,Oklahoma City,56,23,12,0,0,0,0,14,12,20,1610612754,IND,Indiana,62,8,22,67,0,17,7,14
22000972,0,1610612760,OKC,Oklahoma City,58,18,7,8,5,5,0,15,6,19,1610612756,PHX,Phoenix,44,12,7,18,1,11,7,15
22000971,0,1610612745,HOU,Houston,52,15,12,5,3,4,1,18,7,20,1610612752,NYK,New York,50,8,6,35,0,13,7,19
22000968,0,1610612757,POR,Portland,32,0,16,10,16,8,1,10,5,15,1610612738,BOS,Boston,34,10,16,6,0,18,7,25
22000982,0,1610612743,DEN,Denver,48,6,11,6,11,5,1,13,7,14,1610612747,LAL,Los Angeles,34,14,7,14,0,20,8,20
22000980,0,1610612763,MEM,Memphis,34,16,12,6,7,5,0,12,10,17,1610612752,NYK,New York,54,9,13,17,2,10,3,8
22000995,0,1610612743,DEN,Denver,46,18,11,31,0,0,2,15,14,16,1610612752,NYK,New York,38,10,9,0,0,15,9,17
22000183,0,1610612763,MEM,Memphis,72,23,12,13,12,10,1,14,9,24,1610612750,MIN,Minnesota,58,15,17,5,0,14,5,21
22000990,0,1610612738,BOS,Boston,50,9,22,36,0,1,0,11,5,9,1610612753,ORL,Orlando,42,10,19,0,2,19,9,24
22001001,0,1610612760,OKC,Oklahoma City,48,2,7,0,0,1,1,10,6,14,1610612744,GSW,Golden State,38,12,15,25,1,14,9,18
22001005,0,1610612750,MIN,Minnesota,58,15,11,11,1,1,0,16,12,20,1610612748,MIA,Miami,42,9,21,14,0,14,14,13
22001008,0,1610612743,DEN,Denver,48,13,7,11,13,9,0,17,6,16,1610612762,UTA,Utah,40,18,14,8,2,12,10,15
22000160,0,1610612738,BOS,Boston,44,13,9,4,8,5,1,14,9,20,1610612741,CHI,Chicago,34,9,2,22,0,9,5,17
22001009,0,1610612752,NYK,New York,42,12,11,11,7,6,0,13,9,12,1610612756,PHX,Phoenix,38,16,9,23,2,7,6,4
22001015,0,1610612743,DEN,Denver,48,27,7,21,2,2,0,12,11,13,1610612751,BKN,Brooklyn,34,1,11,6,0,17,4,25
22001017,0,1610612760,OKC,Oklahoma City,54,14,16,2,2,3,0,13,6,24,1610612744,GSW,Golden State,32,4,32,48,1,19,8,19
22001025,0,1610612758,SAC,Sacramento,56,13,12,35,2,1,1,15,6,18,1610612760,OKC,Oklahoma City,44,17,6,5,0,14,12,23
22000145,0,1610612748,MIA,Miami,42,8,14,26,0,2,0,11,3,13,1610612738,BOS,Boston,52,13,20,0,0,14,8,18
22001019,0,1610612752,NYK,New York,40,7,15,10,13,6,0,10,3,13,1610612746,LAC,LA,38,13,16,10,0,13,8,18
22001032,0,1610612748,MIA,Miami,44,7,11,21,13,6,0,14,3,20,1610612738,BOS,Boston,42,8,12,6,0,11,8,15
22001040,0,1610612758,SAC,Sacramento,46,9,12,28,2,2,1,16,5,20,1610612760,OKC,Oklahoma City,56,6,14,14,0,18,10,28
22000448,0,1610612743,DEN,Denver,42,10,19,21,2,0,0,17,6,21,1610612766,CHA,Charlotte,60,19,18,3,0,17,5,18
22000458,0,1610612752,NYK,New York,32,14,2,9,16,8,0,10,3,12,1610612759,SAS,San Antonio,52,9,2,17,2,11,9,10
22001052,0,1610612743,DEN,Denver,60,18,8,13,4,3,2,14,6,8,1610612750,MIN,Minnesota,30,11,11,3,0,15,8,20
22001054,0,1610612765,DET,Detroit,54,9,8,5,6,8,1,10,4,16,1610612743,DEN,Denver,58,12,8,19,1,12,8,14
22001056,0,1610612760,OKC,Oklahoma City,46,11,4,0,0,0,2,17,3,15,1610612762,UTA,Utah,46,14,5,29,0,11,6,6
22001064,0,1610612766,CHA,Charlotte,48,14,9,4,2,2,0,8,11,10,1610612752,NYK,New York,36,9,8,18,1,10,3,9
22001063,0,1610612750,MIN,Minnesota,68,21,11,7,1,0,1,13,7,16,1610612738,BOS,Boston,50,18,5,23,1,15,16,21
22001076,0,1610612743,DEN,Denver,44,15,11,0,0,0,0,6,7,5,1610612757,POR,Portland,46,16,13,27,1,14,6,21
22001071,0,1610612750,MIN,Minnesota,62,16,15,24,2,0,1,10,9,18,1610612742,DAL,Dallas,38,20,7,3,0,16,10,19
22001073,0,1610612752,NYK,New York,26,4,17,21,7,5,1,11,8,11,1610612738,BOS,Boston,40,6,16,3,0,12,9,12
22001074,0,1610612746,LAC,LA,44,20,7,7,8,7,0,3,8,4,1610612760,OKC,Oklahoma City,76,19,7,13,0,15,9,15
12000002,0,1610612765,DET,Detroit,30,9,11,7,10,4,0,22,9,19,1610612752,NYK,New York,52,17,11,18,0,24,8,24
12000008,0,1610612759,SAS,San Antonio,30,21,9,6,3,2,0,10,7,10,1610612760,OKC,Oklahoma City,40,4,10,20,0,23,8,29
12000010,0,1610612763,MEM,Memphis,54,12,9,13,5,3,1,15,10,8,1610612750,MIN,Minnesota,36,16,6,5,0,22,11,24
12000011,0,1610612744,GSW,Golden State,36,6,14,20,6,3,0,17,15,21,1610612743,DEN,Denver,58,16,6,1,1,18,12,20
12000015,0,1610612765,DET,Detroit,38,4,6,15,9,5,0,19,14,18,1610612752,NYK,New York,42,16,8,4,0,22,11,23
12000023,0,1610612763,MEM,Memphis,62,10,19,26,0,0,0,21,12,24,1610612750,MIN,Minnesota,36,8,9,0,1,26,8,24
12000025,0,1610612755,PHI,Philadelphia,42,18,11,17,2,1,0,16,10,24,1610612738,BOS,Boston,40,10,14,6,1,20,11,21
12000029,0,1610612741,CHI,Chicago,64,18,15,27,2,2,0,21,5,21,1610612760,OKC,Oklahoma City,42,12,3,2,1,17,5,18
12000030,0,1610612757,POR,Portland,42,14,9,2,1,1,0,16,13,19,1610612743,DEN,Denver,46,11,12,31,0,23,11,25
12000036,0,1610612750,MIN,Minnesota,58,12,25,7,10,5,0,15,8,19,1610612742,DAL,Dallas,40,9,18,18,1,15,9,12
12000044,0,1610612760,OKC,Oklahoma City,40,5,11,22,6,5,0,14,5,20,1610612741,CHI,Chicago,54,14,11,7,2,14,10,16
12000041,0,1610612751,BKN,Brooklyn,28,14,20,36,3,0,0,20,12,19,1610612738,BOS,Boston,34,14,4,4,0,22,7,27
12000042,0,1610612752,NYK,New York,44,7,12,49,2,0,1,13,10,15,1610612739,CLE,Cleveland,30,6,6,1,0,21,11,31
12000045,0,1610612757,POR,Portland,38,13,4,2,1,0,1,16,11,17,1610612743,DEN,Denver,44,17,15,34,0,12,9,13
42000161,0,1610612743,DEN,Denver,52,17,7,9,3,10,0,8,8,13,1610612757,POR,Portland,38,11,6,15,0,6,4,8
42000111,0,1610612738,BOS,Boston,34,15,12,12,4,2,0,12,13,18,1610612751,BKN,Brooklyn,38,13,6,17,0,11,8,9
42000131,0,1610612737,ATL,Atlanta,50,10,9,11,10,7,0,6,3,4,1610612752,NYK,New York,50,17,9,7,0,11,11,7
42000162,0,1610612743,DEN,Denver,54,19,16,23,1,0,1,13,10,21,1610612757,POR,Portland,32,4,4,3,0,21,4,22
42000132,0,1610612737,ATL,Atlanta,28,4,15,15,3,3,1,14,12,16,1610612752,NYK,New York,42,15,6,10,1,11,14,11
42000163,0,1610612743,DEN,Denver,30,11,9,12,2,3,1,14,8,15,1610612757,POR,Portland,54,17,8,9,0,7,9,9
42000113,0,1610612751,BKN,Brooklyn,30,5,8,15,4,2,1,10,6,18,1610612738,BOS,Boston,36,13,9,17,1,14,9,15
42000133,0,1610612737,ATL,Atlanta,44,6,2,18,10,10,1,12,6,12,1610612752,NYK,New York,30,11,0,4,2,13,4,10
42000164,0,1610612743,DEN,Denver,38,18,17,0,0,1,2,9,12,12,1610612757,POR,Portland,46,6,20,33,0,6,11,4
42000134,0,1610612752,NYK,New York,42,9,9,5,14,6,0,9,9,22,1610612737,ATL,Atlanta,30,2,12,26,1,11,3,6
42000114,0,1610612751,BKN,Brooklyn,42,15,9,27,1,2,1,10,7,15,1610612738,BOS,Boston,32,18,12,9,1,11,10,18
42000115,0,1610612751,BKN,Brooklyn,52,14,17,22,3,3,1,9,7,11,1610612738,BOS,Boston,50,17,9,6,0,11,11,13
42000135,0,1610612737,ATL,Atlanta,44,19,4,19,4,5,0,11,10,12,1610612752,NYK,New York,30,19,6,4,1,17,7,18
42000166,0,1610612743,DEN,Denver,50,19,18,11,9,8,0,12,4,12,1610612757,POR,Portland,38,8,10,14,1,17,7,15
42000231,0,1610612743,DEN,Denver,52,8,7,10,4,3,1,12,2,18,1610612756,PHX,Phoenix,48,7,13,20,0,10,5,12
42000233,0,1610612743,DEN,Denver,42,21,2,1,2,1,0,14,8,20,1610612756,PHX,Phoenix,42,14,12,20,0,12,10,6
42000234,0,1610612756,PHX,Phoenix,48,8,10,16,1,0,1,15,8,21,1610612743,DEN,Denver,54,13,20,2,0,8,10,13
22100012,0,1610612743,DEN,Denver,42,13,18,15,14,2,2,19,3,22,1610612756,PHX,Phoenix,34,11,10,16,0,18,5,27
22100008,0,1610612750,MIN,Minnesota,50,15,31,35,2,2,0,18,7,21,1610612745,HOU,Houston,58,17,13,4,0,24,13,38
22100011,0,1610612760,OKC,Oklahoma City,46,11,10,2,1,0,1,15,8,13,1610612762,UTA,Utah,50,15,0,26,0,10,6,13
22100020,0,1610612761,TOR,Toronto,58,23,22,36,3,2,1,12,3,9,1610612738,BOS,Boston,32,4,9,8,0,25,6,27
22100024,0,1610612743,DEN,Denver,58,6,17,11,12,5,0,21,5,20,1610612759,SAS,San Antonio,54,9,7,4,0,20,8,10
22100023,0,1610612745,HOU,Houston,58,21,17,35,0,0,0,17,10,14,1610612760,OKC,Oklahoma City,34,11,13,0,0,19,11,21
22100018,0,1610612753,ORL,Orlando,32,9,13,3,2,2,1,19,7,22,1610612752,NYK,New York,32,9,24,34,0,11,13,11
22100031,0,1610612750,MIN,Minnesota,50,10,21,17,4,6,1,20,8,21,1610612740,NOP,New Orleans,36,22,7,4,2,30,8,25
22100036,0,1610612752,NYK,New York,46,14,8,13,8,10,0,12,12,16,1610612753,ORL,Orlando,40,17,12,10,0,13,10,11
22100038,0,1610612760,OKC,Oklahoma City,54,10,6,0,0,0,0,11,5,10,1610612755,PHI,Philadelphia,38,10,0,18,0,12,5,14
22100037,0,1610612745,HOU,Houston,32,6,13,9,4,3,2,20,9,28,1610612738,BOS,Boston,38,3,12,20,1,12,8,12
22100048,0,1610612739,CLE,Cleveland,56,12,8,17,4,3,2,16,1,16,1610612743,DEN,Denver,46,7,18,1,1,22,6,32
22100047,0,1610612750,MIN,Minnesota,30,19,14,3,7,3,0,11,9,12,1610612740,NOP,New Orleans,40,16,3,21,3,20,7,23
22100050,0,1610612752,NYK,New York,40,19,5,27,2,4,3,15,5,7,1610612755,PHI,Philadelphia,40,14,9,6,1,15,5,19
22100054,0,1610612762,UTA,Utah,60,12,10,15,30,12,1,14,11,10,1610612743,DEN,Denver,52,7,7,4,0,13,10,15
22100051,0,1610612760,OKC,Oklahoma City,42,9,4,15,1,0,1,14,6,16,1610612744,GSW,Golden State,44,8,4,10,0,15,7,18
22100056,0,1610612738,BOS,Boston,50,14,6,6,3,3,0,13,7,18,1610612764,WAS,Washington,58,13,11,15,1,16,11,20
22100061,0,1610612760,OKC,Oklahoma City,54,7,4,8,1,1,1,16,10,14,1610612747,LAL,Los Angeles,54,13,7,26,0,17,6,27
22100060,0,1610612749,MIL,Milwaukee,38,13,18,0,0,0,1,9,9,8,1610612750,MIN,Minnesota,44,24,10,20,0,17,11,16
22100067,0,1610612752,NYK,New York,50,14,13,13,3,3,0,13,8,12,1610612741,CHI,Chicago,40,4,8,4,0,7,7,10
22100075,0,1610612742,DAL,Dallas,22,1,8,2,3,0,0,15,7,19,1610612743,DEN,Denver,50,8,15,35,1,20,11,20
22100086,0,1610612744,GSW,Golden State,28,5,10,31,0,0,1,16,5,16,1610612760,OKC,Oklahoma City,36,5,16,0,1,16,10,12
22100087,0,1610612743,DEN,Denver,38,10,18,4,9,7,0,18,12,18,1610612750,MIN,Minnesota,40,14,11,14,0,20,5,22
22100080,0,1610612752,NYK,New York,36,11,6,16,0,0,0,12,8,15,1610612740,NOP,New Orleans,52,12,24,0,1,12,8,17
22100098,0,1610612738,BOS,Boston,36,21,14,19,8,5,0,9,4,14,1610612741,CHI,Chicago,54,14,14,14,4,18,5,18
22100099,0,1610612761,TOR,Toronto,42,16,21,15,8,2,1,9,8,13,1610612752,NYK,New York,34,8,3,15,1,17,7,20
22100102,0,1610612760,OKC,Oklahoma City,38,8,9,15,3,2,0,16,7,19,1610612746,LAC,LA,32,12,20,5,2,14,11,14
22100101,0,1610612750,MIN,Minnesota,40,18,6,13,6,2,2,14,11,18,1610612753,ORL,Orlando,38,16,10,21,0,16,11,10
22100100,0,1610612763,MEM,Memphis,58,14,13,14,9,6,1,13,8,11,1610612743,DEN,Denver,40,7,11,2,0,12,6,12
22100114,0,1610612763,MEM,Memphis,46,6,15,20,19,7,1,12,7,21,1610612743,DEN,Denver,60,14,21,10,1,12,7,8
22100115,0,1610612750,MIN,Minnesota,56,11,8,5,9,7,1,17,3,20,1610612746,LAC,LA,42,5,18,15,1,21,7,30
22100109,0,1610612752,NYK,New York,54,19,14,0,0,0,0,10,5,10,1610612754,IND,Indiana,46,12,18,15,2,13,9,14
22100121,0,1610612748,MIA,Miami,36,10,5,8,1,1,0,18,11,16,1610612738,BOS,Boston,28,14,2,26,0,16,7,14
22100129,0,1610612750,MIN,Minnesota,22,12,3,20,4,2,1,22,7,24,1610612746,LAC,LA,46,9,15,21,0,17,7,22
22100128,0,1610612752,NYK,New York,54,20,13,22,1,2,1,15,12,15,1610612749,MIL,Milwaukee,28,5,10,21,0,15,6,20
22100140,0,1610612752,NYK,New York,54,12,10,7,14,9,1,11,5,9,1610612739,CLE,Cleveland,52,13,11,17,2,17,6,16
22100144,0,1610612760,OKC,Oklahoma City,44,15,6,10,5,2,2,15,10,13,1610612759,SAS,San Antonio,60,15,6,16,1,10,11,8
22100147,0,1610612755,PHI,Philadelphia,42,13,5,3,7,3,1,9,5,10,1610612752,NYK,New York,44,22,23,19,0,13,6,5
22100151,0,1610612743,DEN,Denver,50,19,16,23,4,1,1,10,14,14,1610612748,MIA,Miami,26,9,15,1,0,13,7,22
22100167,0,1610612754,IND,Indiana,56,14,13,8,6,5,3,15,7,15,1610612743,DEN,Denver,42,11,6,8,0,10,5,12
22100160,0,1610612761,TOR,Toronto,48,8,18,0,0,1,0,18,5,16,1610612738,BOS,Boston,50,21,10,18,0,15,14,26
22100169,0,1610612750,MIN,Minnesota,42,22,14,2,4,5,0,17,9,18,1610612744,GSW,Golden State,48,25,24,20,0,16,12,18
22100161,0,1610612752,NYK,New York,30,8,22,3,7,7,1,11,9,13,1610612749,MIL,Milwaukee,20,20,8,24,1,15,8,19
22100165,0,1610612760,OKC,Oklahoma City,46,20,0,21,4,7,0,18,11,18,1610612740,NOP,New Orleans,46,22,5,8,1,10,11,17
22100180,0,1610612760,OKC,Oklahoma City,56,18,0,5,1,4,0,10,9,15,1610612758,SAC,Sacramento,42,12,4,18,1,14,12,15
22100175,0,1610612738,BOS,Boston,62,17,0,10,22,10,1,17,8,24,1610612749,MIL,Milwaukee,42,10,8,4,2,13,7,16
22100182,0,1610612737,ATL,Atlanta,64,17,16,5,4,8,0,8,8,12,1610612743,DEN,Denver,54,12,19,15,1,8,9,15
22100184,0,1610612750,MIN,Minnesota,56,19,6,33,6,3,0,16,8,15,1610612747,LAL,Los Angeles,32,10,10,11,1,20,5,23
22100174,0,1610612766,CHA,Charlotte,58,19,16,11,12,6,2,14,9,16,1610612752,NYK,New York,44,14,14,16,0,19,14,17
22100190,0,1610612738,BOS,Boston,40,9,10,19,7,7,1,20,8,20,1610612739,CLE,Cleveland,36,10,6,4,0,11,5,15
22100191,0,1610612750,MIN,Minnesota,50,11,24,2,6,7,1,11,7,18,1610612746,LAC,LA,66,10,26,31,0,14,10,17
22100196,0,1610612760,OKC,Oklahoma City,38,13,14,5,4,7,0,14,5,15,1610612751,BKN,Brooklyn,38,11,7,24,2,15,4,23
22100197,0,1610612757,POR,Portland,36,8,9,0,0,0,1,13,3,16,1610612743,DEN,Denver,44,16,9,32,2,11,4,15
22100203,0,1610612754,IND,Indiana,40,8,0,12,18,6,2,9,9,12,1610612752,NYK,New York,42,9,10,8,2,12,11,4
22100207,0,1610612760,OKC,Oklahoma City,30,7,10,7,9,7,0,20,5,31,1610612748,MIA,Miami,28,12,13,18,2,19,7,19
22100204,0,1610612742,DAL,Dallas,40,2,23,13,13,8,1,9,0,5,1610612743,DEN,Denver,50,10,19,13,1,12,7,17
22100199,0,1610612739,CLE,Cleveland,28,6,6,11,5,8,1,14,7,9,1610612738,BOS,Boston,42,11,4,9,0,14,6,15
22100206,0,1610612756,PHX,Phoenix,38,15,7,7,16,16,0,15,8,12,1610612750,MIN,Minnesota,30,8,8,7,3,21,7,12
22100218,0,1610612752,NYK,New York,40,17,9,7,11,6,0,18,8,21,1610612753,ORL,Orlando,42,22,12,10,3,15,11,21
22100221,0,1610612760,OKC,Oklahoma City,54,6,13,17,0,2,4,14,9,10,1610612745,HOU,Houston,40,6,4,0,0,14,11,11
22100215,0,1610612737,ATL,Atlanta,44,8,10,16,4,1,3,14,5,19,1610612738,BOS,Boston,44,9,11,4,0,14,6,12
22100228,0,1610612755,PHI,Philadelphia,52,7,11,22,11,1,1,10,8,9,1610612743,DEN,Denver,38,18,8,7,1,11,9,14
22100232,0,1610612738,BOS,Boston,56,15,8,25,7,4,2,14,13,19,1610612747,LAL,Los Angeles,36,13,15,14,0,12,5,15
22100236,0,1610612741,CHI,Chicago,50,18,10,12,3,3,0,11,3,6,1610612743,DEN,Denver,38,8,11,12,3,14,8,19
22100243,0,1610612738,BOS,Boston,38,4,4,25,4,0,0,7,3,11,1610612760,OKC,Oklahoma City,36,25,4,1,1,10,8,13
22100239,0,1610612745,HOU,Houston,56,10,9,10,12,9,0,22,13,25,1610612752,NYK,New York,26,1,10,9,3,15,6,15
22100245,0,1610612763,MEM,Memphis,36,16,10,0,0,0,2,16,18,30,1610612750,MIN,Minnesota,52,20,23,45,0,13,10,8
22100251,0,1610612743,DEN,Denver,36,9,14,0,0,1,0,10,11,13,1610612756,PHX,Phoenix,56,7,13,30,2,13,5,9
22100259,0,1610612750,MIN,Minnesota,56,26,9,26,3,3,1,12,13,12,1610612740,NOP,New Orleans,56,19,15,3,2,23,11,28
22100256,0,1610612738,BOS,Boston,34,14,12,29,15,7,1,15,6,18,1610612745,HOU,Houston,38,8,9,6,1,15,7,11
22100255,0,1610612760,OKC,Oklahoma City,46,13,2,2,2,3,2,10,9,16,1610612737,ATL,Atlanta,48,10,11,22,1,8,2,9
22100264,0,1610612752,NYK,New York,36,13,4,25,0,2,3,17,4,17,1610612747,LAL,Los Angeles,36,8,13,0,0,12,9,22
22100265,0,1610612743,DEN,Denver,38,7,2,2,11,5,2,19,4,32,1610612757,POR,Portland,44,11,28,24,0,9,7,4
22100270,0,1610612751,BKN,Brooklyn,38,10,14,29,0,1,0,10,9,13,1610612738,BOS,Boston,40,16,18,0,0,11,5,15
22100276,0,1610612762,UTA,Utah,42,6,10,8,28,11,1,10,5,9,1610612760,OKC,Oklahoma City,42,5,4,8,1,13,11,17
22100274,0,1610612750,MIN,Minnesota,40,15,25,12,13,9,2,18,7,20,1610612748,MIA,Miami,28,7,15,12,0,21,8,25
22100288,0,1610612749,MIL,Milwaukee,48,5,4,20,0,0,3,22,9,24,1610612743,DEN,Denver,40,10,2,0,0,8,5,10
22100281,0,1610612750,MIN,Minnesota,62,21,14,3,11,6,0,12,7,16,1610612766,CHA,Charlotte,44,7,26,24,1,16,6,17
22100286,0,1610612764,WAS,Washington,44,11,4,10,3,5,0,15,3,14,1610612760,OKC,Oklahoma City,48,15,2,10,1,10,12,7
22100282,0,1610612752,NYK,New York,34,21,10,4,6,3,1,16,12,25,1610612756,PHX,Phoenix,44,4,17,24,0,11,4,12
22100293,0,1610612737,ATL,Atlanta,38,11,7,6,7,4,1,7,8,10,1610612752,NYK,New York,48,10,10,14,0,10,7,11
22100306,0,1610612743,DEN,Denver,44,12,12,24,8,3,0,13,7,18,1610612748,MIA,Miami,48,11,8,2,0,9,8,5
22100309,0,1610612750,MIN,Minnesota,46,16,11,9,11,7,1,14,8,16,1610612754,IND,Indiana,42,12,17,12,1,14,10,13
22100308,0,1610612760,OKC,Oklahoma City,46,9,8,2,2,6,1,13,9,16,1610612745,HOU,Houston,50,20,15,21,1,14,8,14
22100314,0,1610612751,BKN,Brooklyn,46,12,19,16,17,9,0,9,7,13,1610612752,NYK,New York,52,16,13,8,1,11,8,12
22100326,0,1610612760,OKC,Oklahoma City,62,16,4,15,3,2,0,13,11,16,1610612745,HOU,Houston,50,15,7,6,1,19,8,24
22100322,0,1610612738,BOS,Boston,34,4,0,12,16,15,0,13,9,9,1610612755,PHI,Philadelphia,28,9,11,5,0,7,9,2
22100330,0,1610612760,OKC,Oklahoma City,24,2,9,0,0,0,1,20,6,31,1610612763,MEM,Memphis,82,22,29,78,0,10,11,15
22100328,0,1610612752,NYK,New York,66,16,19,2,7,7,0,18,6,21,1610612741,CHI,Chicago,42,16,11,21,0,15,7,11
22100339,0,1610612762,UTA,Utah,36,9,3,14,20,12,1,20,4,31,1610612738,BOS,Boston,50,10,11,4,0,6,5,10
22100336,0,1610612751,BKN,Brooklyn,50,15,9,7,26,10,0,17,13,16,1610612750,MIN,Minnesota,44,22,14,11,3,18,12,21
22100342,0,1610612743,DEN,Denver,36,10,15,30,0,2,0,13,4,11,1610612752,NYK,New York,40,20,5,0,0,11,11,17
22100347,0,1610612738,BOS,Boston,50,10,11,31,2,2,1,12,6,10,1610612757,POR,Portland,54,20,18,2,0,9,11,21
22100359,0,1610612737,ATL,Atlanta,20,10,14,21,3,1,2,12,9,20,1610612750,MIN,Minnesota,42,17,19,2,0,8,8,13
22100354,0,1610612760,OKC,Oklahoma City,58,4,14,11,1,1,0,11,9,11,1610612765,DET,Detroit,34,21,7,18,1,17,6,21
22100357,0,1610612743,DEN,Denver,28,15,0,11,7,6,2,11,9,15,1610612741,CHI,Chicago,44,9,15,18,0,11,5,12
22100365,0,1610612747,LAL,Los Angeles,66,18,17,20,11,7,2,16,12,25,1610612738,BOS,Boston,42,6,16,8,0,13,7,17
22100364,0,1610612759,SAS,San Antonio,54,8,7,5,7,8,0,10,7,14,1610612752,NYK,New York,32,21,11,16,1,11,4,4
22100374,0,1610612762,UTA,Utah,48,7,26,32,13,7,2,15,9,14,1610612750,MIN,Minnesota,36,10,6,7,1,16,11,25
22100375,0,1610612740,NOP,New Orleans,66,8,14,5,10,5,3,25,8,31,1610612743,DEN,Denver,60,11,7,12,1,12,8,9
22100378,0,1610612746,LAC,LA,44,13,10,21,8,5,0,20,7,24,1610612738,BOS,Boston,60,15,14,7,1,23,2,33
22100381,0,1610612759,SAS,San Antonio,58,20,19,18,0,0,1,14,5,18,1610612743,DEN,Denver,44,14,12,0,1,9,9,7
